Review,Date posted,Reference url
Rizflip writes...Yeah there are a few different things that can help:Time you buyStock dealer hasMarket demandYour own negotiation skillsHappy to share negotiation tips if it helps in getting a good deal.Mind sharing here? Are you a dealer btw,2019-Mar-1,whrl.pl/Rfj8qJ
"sunmax2 writes...Mind sharing here? Are you a dealer btwNo not a dealer – run carloop. Here are some tips:- It's always good to know what other owners are paying so you have something to stand on (you can ask here on WP or request a report from carloop)- Check dealership stock on their websites (if they have it in stock, they would want to move it as quickly as possible – hence a better deal for you)- Buying closer to the end of the month helps as some dealers might be behind their sales targets- As for negotiation, first negotiate a price without accessories. Then talk to them about throwing a few in (mats, tank of fuel etc.)- Get offer from one dealer and then use it as a starting point for dealing with other dealers (preferably those in the outer suburbs/regional areas)- If you have a trade in, try and sell that car privately (there is a big market for it and you would get much more than you would from the dealers).Hope it helps.",2019-Mar-2,whrl.pl/Rfj9JH
"2019 Colours and Cruiser Hybrid pics attached,http://imgur.com/a/RGRVN5HOur model misses out on the gloss black wheel arches and rear seat heating. Dealer thinks it'll be around 55k DA lol",2019-Mar-7,whrl.pl/Rfkkj2
Jordyn_x writes...2019 ColoursSaturn Blue or Atomic Rush.  hmmmm,2019-Mar-8,whrl.pl/Rfknd3
"Jordyn_x writes...2019 Colours and Cruiser Hybrid pics attached,http://imgur.com/a/RGRVN5HIf this is your upload, have you got the full VNB available?",2019-Mar-8,whrl.pl/RfkneQ
Any prices revealed for the hybrids,2019-Mar-8,whrl.pl/RfknpE
Jordyn_x writes...55k DAStarting at that? For the non-hybrids? O-o,2019-Mar-8,whrl.pl/RfknFZ
"Boys n girls I have an early Easter treat for you. Official Toyota-AU New RAV4 landing page:https://www.toyota.com.au/all-new-rav4It ain't much at the moment but it's fresh..You can register for updates if you're interested.>The countdown has begunAll-new RAV4 will be arriving in Australia in May 2019. Stay tuned for the latest specs, prices and release date information.________________________________________________One of the gripes so far I have (something mentioned in the video comments): DOT-STYLE REAR BRAKE LIGHTS that you see at https://youtu.be/VIhy5tABubM?t=174 throughout the next 20 seconds WTF",2019-Mar-9,whrl.pl/RfkoG2
Any news on Apple CarPlay?,2019-Mar-10,whrl.pl/RfkpYy
I do like and will be keen later in the year..... I do like that Navy colour.,2019-Mar-10,whrl.pl/Rfkp1t
sunmax2 writes...One of the gripes so far I have (something mentioned in the video comments):DOT-STYLE REAR BRAKE LIGHTS that you see at https://youtu.be/VIhy5tABubM?t=174 throughout the next 20 seconds WTFLooks like no LED indicators or fog lights either which is crazy in 2019.,2019-Mar-10,whrl.pl/RfkqfA
"AMG S writes...CarPlayI believe somewhere thru the thread other people have mentioned there will be ACP but AA will not make it.But all speculation until Toyota release some official specs, but they were never keen on AA because of ""security/safety"" reasons.Funny as well because their security was breached recently anyway!",2019-Mar-10,whrl.pl/RfkqfM
"CarAdvice confirm CarPlay is not available with aus spec car , is au spec rav4 made in Japan or US ?",2019-Mar-11,whrl.pl/RfkrJ3
Very Poor performance by the new Rav4 on the tried and tested Moose test (AWD hybrid tested)https://youtu.be/j3qrCNR4U9A,2019-Mar-12,whrl.pl/RfkxbW
"SNEAKPEAK---""And, to appeal to the adventurous driver, the new RAV4 will also be available in a single Edge grade, with rugged exterior styling and features designed for adventure.So to recap, RAV4 enthusiasts can choose from 11 variants:3 hybrid front-wheel drive variants – GX, GXL and Cruiser    3 hybrid all-wheel drive variants – GX, GXL and Cruiser    4 petrol front-wheel drive variants – 6-speed manual GX, plus CVT GX, GXL and Cruiser    1 adventure-focused variant – Petrol all-wheel drive Edge""Found inbox: https://www.toyota.com.au/the-latest/uncover-the-all-new-rav4-lineup?utm_campaign=GoPlaces&utm_medium=email&utm_source=f4l&utm_content=March2019&utm_term=1B3_NEWVEHICLELAUNCHES",2019-Mar-19,whrl.pl/RfkLTM
Same model range as available on sale in the US now.,2019-Mar-19,whrl.pl/RfkLVF
"sunmax2 writes...3 hybrid all-wheel drive variants – GX, GXL and CruiserAny indications on prices?",2019-Mar-19,whrl.pl/RfkLVK
cubee writes...Same model range as available on sale in the US now.Except they get a 2.5l + 8speed auto where we get 2l + CVT They also get 3 different AWD options,2019-Mar-20,whrl.pl/RfkMPD
"richardJF writes...Except they get a 2.5l + 8speed auto where we get 2l + CVTThey also get 3 different AWD optionsYes, not even close to same as US.One expects the pricing here to be lower, comparatively to US, for the 2l and CVT models, maybe a tougher marketplace here led to these decisions.......",2019-Mar-20,whrl.pl/RfkNc9
crazy horse writes...Any indications on prices?Nobody knows a thing apparently. Not even the handful of dealers I've approached,2019-Mar-20,whrl.pl/RfkOmM
richardJF writes...Except they get a 2.5l + 8speed auto where we get 2l + CVTWe are getting the A25A 2.5L and 8 speed auto here as well.whrl.pl/RfhrVg,2019-Mar-20,whrl.pl/RfkOBM
"Yes we're getting the 2.5L 8 speed in the Edge grade only,https://drive.google.com/file/d/14IslIpUttyekFnndeAN8j22klKSrhkJc/view?usp=drivesdk@PinzVidz Don't have the full VNB only the models & coloursShould hear more mid-April.",2019-Mar-21,whrl.pl/RfkODH
No new info?,2019-Mar-28,whrl.pl/Rfk5ZW
Lack of carplay/auto confirmed for AUS across all models?,2019-Mar-30,whrl.pl/RflakQ
goblues31 writes...Lack of carplay/auto confirmed for AUS across all models?No carplay for Aus model,2019-Mar-30,whrl.pl/RflaTA
Hard pass for me.,2019-Mar-30,whrl.pl/Rfla2j
"I am not sure when the launch will be,but there are hundreds of them parked in Port Melbourne at the moment .Been there for a few weeks already .",2019-Mar-31,whrl.pl/RflblA
"unkey writes...I am not sure when the launch will be,but there are hundreds of them parked in Port Melbourne at the moment .Been there for a few weeks already .whereabouts port melb? would like to take a look",2019-Mar-31,whrl.pl/Rflbww
At the docks where the cars get their compliance done.,2019-Apr-1,whrl.pl/Rfldc6
"unkey writes...I am not sure when the launch will be,but there are hundreds of them parked in Port Melbourne at the moment .They could at least give us a price?",2019-Apr-1,whrl.pl/Rfldel
Any idea why the Au models won’t get CarPlay? Seems crazy that they would omit such a popular feature on an all new vehicle. Especially when other markets are getting it.,2019-Apr-1,whrl.pl/Rfldhd
Clubsoda writes...Any idea why the Au models won’t get CarPlay?Probably compliance/regulation issues.,2019-Apr-1,whrl.pl/RfldmY
mpk- writes...Probably compliance/regulation issuesCost cutting/licensing issues more likely,2019-Apr-1,whrl.pl/RfldHq
wisely_foolish writes...Cost cutting/licensing issues more likelyAt this stage they're just selling a badge and reputation.,2019-Apr-3,whrl.pl/RflhnL
Wouldn't out pricing info be closest to NZ'D? (which looks similar price as current model anyway?)https://www.toyota.co.nz/new-vehicles/rav4/But I've spoken to few AU dealers they said should be few grand more than current. Don't know how accurate it is.,2019-Apr-4,whrl.pl/RfljJ0
Saw heaps of them this morning on their way from Fremantle to Welshpool. So cant be too far away,2019-Apr-4,whrl.pl/RfljNg
Looks like it may have Apple Carplay. Saw a comment on Facebook from Toyota Australia where someone was disappointed about the lack of Carplay. Toyota's reply 'wait for the specifications to be released' or similar.,2019-Apr-6,whrl.pl/RfloRl
"Unfortunately Toyota still manage to get some major things wrong..https://www.youtube.com/watch?v=1ErNnGk2LKs – CarWow UKStill awaiting the day of a ""perfect"" vehicle with majority of little things done right!",2019-Apr-7,whrl.pl/Rflpz8
Montagoo writes...Looks like it may have Apple Carplay. Saw a comment on Facebook from Toyota Australia where someone was disappointed about the lack of Carplay. Toyota's reply 'wait for the specifications to be released' or similar.That’s called keeping people engaged. Don’t want people jumping off the bandwagon too early,2019-Apr-7,whrl.pl/Rflp4I
I went to Welshpool Toyota shop and was not able to see any. Can you please tell where you saw them? Thanks,2019-Apr-7,whrl.pl/RflqkW
"looking at the review, i was kinda like ....ehhhh....nothing special...the interior..well...the dash is a little bit weird/crappy, especially with those big dials.i guess people will keep buying it because its a ""toyota"" but it seems there are other cars which are offering better value and design than this new RAV 4",2019-Apr-7,whrl.pl/RflqnL
Any other alternative recommended?,2019-Apr-7,whrl.pl/RflqvN
"InternalBleeding writes...looking at the review, i was kinda like ....ehhhh....nothing special...the interior..well...the dash is a little bit weird/crappy, especially with those big dials.i guess people will keep buying it because its a ""toyota"" but it seems there are other cars which are offering better value and design than this new RAV 4I'd get the CX-5 over the RAV4. Its a very nice car. After that, however, I'd get the RAV4 ahead of the rest of the comp",2019-Apr-7,whrl.pl/RflqBw
mpk- writes...That’s called keeping people engaged. Don’t want people jumping off the bandwagon too earlyToyota have pretty much confirmed that the RAV4 will get Car Play and Android Auto.  They seem to be drip-feeding information on specs on this page (look in the section on Smartphone c:onnectivity)https://www.toyota.com.au/all-new-rav4?gclsrc=aw.ds&gclid=EAIaIQobChMIxrzp0ZG_4QIVzauWCh3aKQdzEAAYAiAAEgIKUvD_BwE,2019-Apr-8,whrl.pl/Rflq3M
"PhoneFan writes...look in the section on Smartphone c:onnectivity)It doesn't necessarily mean wpuld be AA/ACP integrated.Looks to me they're just boasting the standard most basic function via Bluetooth, where you'll only hear the voiceover (for example when using Google Maps, but won't show map on the dash screen)",2019-Apr-8,whrl.pl/Rflq5V
"PhoneFan writes...Toyota have pretty much confirmed that the RAV4 will get Car Play and Android Auto.  They seem to be drip-feeding information on specs on this page (look in the section on Smartphone c:onnectivity)That info has been there since day dot. Still highly unlikely, unless its an retrofit down the track from what I'm told.",2019-Apr-8,whrl.pl/Rflq7N
"Montagoo writes...Looks like it may have Apple Carplay. Saw a comment on Facebook from Toyota Australia where someone was disappointed about the lack of Carplay. Toyota's reply 'wait for the specifications to be released' or similar.RHD version from UK and NZ doesn’t have CarPlay , also confirmed by CarAdvice.com , no CarPlay for Australia Rav4, even the new release Lexus  UX suv doesn’t have CarPlay",2019-Apr-8,whrl.pl/Rflrgl
"sunmax2 writes...Unfortunately Toyota still manage to get some major things wrong..https://www.youtube.com/watch?v=1ErNnGk2LKs – CarWow UKI didn't see any deal breakers in that video personally.  What major things concern you the most?I'm pretty impressed by how much room there appears to be in the back seats, even with the panoramic sunroof.",2019-Apr-8,whrl.pl/Rflrq6
"Peter Zhau writes...Can you please tell where you saw them?Followed three with Dealer Plates along Leach hwy.  They turned off at Orrong Rd, so assumed they are heading for the WA distributor (10 Miles Road Kewdale).",2019-Apr-8,whrl.pl/Rflr6D
mpk- writes...That info has been there since day dot.No. The part about siri and google assistant has been added very recently (I have been following the page updates very closely). But I agree with sunmax2 that this might just mean connecting vis BT (pretty sneaky of Toyota if that is the case :(  ),2019-Apr-8,whrl.pl/RfltkZ
PhoneFan writes...But I agree with sunmax2 that this might just mean connecting vis BTNice backflip lol,2019-Apr-8,whrl.pl/Rfltr7
"ChefBrian writes...I didn't see any deal breakers in that video personally.  What major things concern you the most?I'm pretty impressed by how much room there appears to be in the back seats, even with the panoramic sunroof.I didn't see any deal breakers in that video personally.  What major things concern you the most?I'm pretty impressed by how much room there appears to be in the back seats, even with the panoramic sunroof.I rewatched it again and perhaps ""major"" was too a strong word. What I meant was the more simple and basic improvements to convenience they could've implemented by now.1. omitting the driver-side back pocket? Why?2. no storage in the back seat ""fold-out arm rest""3. no pull-down seat levers near the boot door (have to lean in)4. power back door opening and closing still slow compared to othersIt's 2019 and we deserve convenience!Personal opinion these little things add up..PhoneFan writes...the page updates very closely). But I agree with sunmax2 that this might just mean connecting vis BT (pretty sneaky of Toyota if that is the case :(  )Cheap marketing tactics is what that is! Nothing else “new” left they can brag about haha...",2019-Apr-8,whrl.pl/RfltG6
